incident_id,latitude,longitude,road_type,road_name,total_lanes,lanes_blocked,incident_type,severity_factor,hour,minute,day_of_week,day_of_week_name,month,duration_minutes,timestamp,impact_score,priority,clf,tvf,tf,lf,isf,predicted_queue_km,predicted_vhl,predicted_recovery_min,cluster
INC-0118,6.909259,79.855254,tertiary,Unity Place,2,1,accident_minor,0.5,18,10,4,Friday,12,35,2026-12-23T18:10:00,5.9,HIGH,0.5,0.55,1.0,0.35,0.5,1.88,42.2,22.5,-1
INC-0119,6.812337,79.881295,trunk,Galle Road,3,1,accident_minor,0.5,16,18,6,Sunday,4,53,2026-04-13T16:18:00,4.2,MEDIUM,0.333,0.288,0.32,0.85,0.5,0.0,0.0,0.0,-1
INC-0120,6.932223,79.971884,motorway,Outer Circular Highway,2,1,accident_minor,0.5,15,17,3,Thursday,5,60,2026-05-24T15:17:00,6.3,HIGH,0.5,0.617,0.65,1.0,0.5,2.06,46.4,19.3,-1
INC-0121,6.855417,80.080082,living_street,Unknown,2,2,accident_major,1.0,8,34,1,Tuesday,6,159,2026-06-15T08:34:00,6.9,HIGH,1.0,0.3,1.0,0.1,1.0,2.5,150.0,60.0,-1
INC-0122,6.929331,79.844327,primary,New Baladaksha Mawatha,2,2,accident_major,1.0,18,19,3,Thursday,12,116,2026-12-12T18:19:00,9.2,CRITICAL,1.0,0.85,1.0,0.7,1.0,15.0,1200.0,60.0,10
INC-0123,6.832248,79.963777,secondary,Piliyandala - Kottawa Road,2,1,accident_minor,0.5,15,50,3,Thursday,4,59,2026-04-26T15:50:00,5.2,HIGH,0.5,0.455,0.65,0.5,0.5,0.75,16.9,19.3,-1
INC-0124,6.857123,79.909222,trunk,High Level Road,2,1,battery_dead,0.3,12,41,6,Sunday,10,24,2026-10-22T12:41:00,4.1,MEDIUM,0.5,0.234,0.26,0.85,0.3,0.0,0.0,0.0,-1
INC-0125,6.823843,79.985766,motorway,Southern Expressway,2,1,engine_failure,0.7,13,20,4,Friday,3,65,2026-03-26T13:20:00,6.4,HIGH,0.5,0.57,0.6,1.0,0.7,1.83,55.0,15.0,5
INC-0126,6.856883,79.977748,motorway,Outer Circular Highway,2,1,accident_minor,0.5,8,59,2,Wednesday,8,41,2026-08-07T08:59:00,7.9,HIGH,0.5,0.95,1.0,1.0,0.5,6.88,154.7,22.5,16
INC-0127,6.853789,80.031805,primary,Malabe - Godagama Road,2,1,accident_minor,0.5,8,58,1,Tuesday,12,45,2026-12-02T08:58:00,7.2,HIGH,0.5,0.85,1.0,0.7,0.5,3.75,84.4,22.5,6
INC-0128,6.89152,79.921604,secondary,Japan Sri Lanka Friendship Road,2,1,accident_minor,0.5,11,22,2,Wednesday,11,43,2026-11-10T11:22:00,4.8,MEDIUM,0.5,0.385,0.55,0.5,0.5,0.25,5.6,5.0,-1
INC-0129,6.919502,79.870339,tertiary,Kynsey Road,2,1,flat_tire,0.3,14,9,4,Friday,9,35,2026-09-01T14:09:00,4.1,MEDIUM,0.5,0.303,0.55,0.35,0.3,0.12,1.9,3.3,17
INC-0130,6.811707,79.967112,tertiary,Polgasowita Road,2,1,engine_failure,0.7,10,27,0,Monday,5,62,2026-05-15T10:27:00,4.8,MEDIUM,0.5,0.33,0.6,0.35,0.7,0.5,15.0,15.0,-1
INC-0131,6.946436,80.215118,trunk,Avissawella - Ratnapura Road,2,1,accident_minor,0.5,19,43,2,Wednesday,6,40,2026-06-12T19:43:00,6.5,HIGH,0.5,0.675,0.75,0.85,0.5,2.81,63.3,45.0,-1
INC-0132,6.803617,79.983989,motorway,Southern Expressway,2,1,flat_tire,0.3,17,34,2,Wednesday,5,25,2026-05-27T17:34:00,7.4,HIGH,0.5,0.902,0.95,1.0,0.3,4.12,61.9,180.0,-1
INC-0133,6.827713,79.867123,residential,Unknown,2,1,accident_minor,0.5,6,41,2,Wednesday,2,45,2026-02-24T06:41:00,3.6,MEDIUM,0.5,0.18,0.45,0.15,0.5,0.0,0.0,0.0,-1
INC-0134,6.867081,80.110802,tertiary,Pahathgama-Diddeniya Road,2,1,engine_failure,0.7,14,22,4,Friday,4,67,2026-04-23T14:22:00,4.7,MEDIUM,0.5,0.303,0.55,0.35,0.7,0.25,7.5,6.7,-1
INC-0135,6.940302,80.128229,trunk,High Level Road,2,1,engine_failure,0.7,17,41,4,Friday,8,47,2026-08-18T17:41:00,7.6,HIGH,0.5,0.855,0.95,0.85,0.7,6.75,202.5,180.0,-1
INC-0136,6.954207,80.210228,trunk,High Level Road,2,1,flat_tire,0.3,21,46,4,Friday,7,34,2026-07-23T21:46:00,4.2,MEDIUM,0.5,0.27,0.3,0.85,0.3,0.0,0.0,0.0,2
INC-0137,6.921681,79.98106,motorway,Outer Circular Highway,2,2,accident_major,1.0,14,16,5,Saturday,8,127,2026-08-17T14:16:00,6.9,HIGH,1.0,0.313,0.33,1.0,1.0,12.1,726.0,59.1,-1
INC-0138,6.947707,79.870299,primary,Sirimavo Bandaranaike Mawatha (Prince of Wales Avenue),3,2,accident_major,1.0,8,15,5,Saturday,5,136,2026-05-09T08:15:00,6.7,HIGH,0.667,0.51,0.6,0.7,1.0,5.33,320.0,80.0,3
INC-0139,6.848107,80.037785,secondary,Godagama-Padukka Road,2,2,accident_major,1.0,23,5,1,Tuesday,1,107,2026-01-09T23:05:00,5.1,HIGH,1.0,0.07,0.1,0.5,1.0,1.33,80.0,13.3,-1
INC-0140,6.86848,79.89171,trunk,High Level Road,4,1,engine_failure,0.7,7,33,2,Wednesday,4,63,2026-04-06T07:33:00,6.3,HIGH,0.25,0.72,0.8,0.85,0.7,0.75,22.5,15.0,18
INC-0141,6.875067,79.881255,trunk,High Level Road,2,1,battery_dead,0.3,19,22,2,Wednesday,11,23,2026-11-01T19:22:00,6.2,HIGH,0.5,0.675,0.75,0.85,0.3,1.56,19.5,25.0,14
INC-0142,6.832732,79.924885,tertiary,Neelammahara Road,2,1,engine_failure,0.7,10,6,3,Thursday,3,60,2026-03-28T10:06:00,4.8,MEDIUM,0.5,0.33,0.6,0.35,0.7,0.5,15.0,15.0,-1
INC-0143,6.852656,79.968695,secondary,Malabe-Kottawa Road,2,1,accident_minor,0.5,15,34,1,Tuesday,10,59,2026-10-11T15:34:00,5.2,HIGH,0.5,0.455,0.65,0.5,0.5,0.75,16.9,19.3,-1
INC-0144,6.909565,80.085899,primary,Avissawella Road(Colombo-Hanwella Low Level Road),2,1,accident_minor,0.5,11,25,6,Sunday,2,65,2026-02-06T11:25:00,4.0,MEDIUM,0.5,0.187,0.22,0.7,0.5,0.0,0.0,0.0,-1
INC-0145,6.81189,79.985196,motorway,Southern Expressway,2,1,fuel_empty,0.2,7,4,2,Wednesday,5,28,2026-05-15T07:04:00,6.6,HIGH,0.5,0.76,0.8,1.0,0.2,1.83,18.3,30.0,-1
INC-0146,6.915599,79.854786,secondary,Perahera Mawatha,2,1,fuel_empty,0.2,17,58,3,Thursday,5,23,2026-05-23T17:58:00,5.9,HIGH,0.5,0.665,0.95,0.5,0.2,1.0,10.0,180.0,13
INC-0147,6.93709,79.899268,primary,Avissawella Road,4,1,battery_dead,0.3,7,14,1,Tuesday,11,23,2026-11-19T07:14:00,5.4,HIGH,0.25,0.68,0.8,0.7,0.3,0.21,2.6,6.2,-1
INC-0148,6.92752,79.850151,trunk,Kumaran Ratnam Road,4,1,flat_tire,0.3,13,47,3,Thursday,11,34,2026-11-15T13:47:00,4.9,MEDIUM,0.25,0.54,0.6,0.85,0.3,0.0,0.0,0.0,10
INC-0149,6.856008,80.030639,primary,Malabe - Godagama Road,2,1,accident_minor,0.5,7,29,4,Friday,1,43,2026-01-13T07:29:00,6.3,HIGH,0.5,0.68,0.8,0.7,0.5,2.25,50.6,67.5,6
INC-0150,6.840762,79.980386,motorway,Southern Expressway,2,2,accident_major,1.0,8,12,1,Tuesday,8,114,2026-08-17T08:12:00,9.9,CRITICAL,1.0,0.95,1.0,1.0,1.0,15.0,2200.0,60.0,12
INC-0151,6.940777,80.214224,trunk,Avissawella - Ratnapura Road,2,1,engine_failure,0.7,21,3,0,Monday,6,41,2026-06-01T21:03:00,4.8,MEDIUM,0.5,0.27,0.3,0.85,0.7,0.0,0.0,0.0,-1
INC-0152,6.79175,79.995178,tertiary,Kahathuduwa-Diyagama road,2,1,flat_tire,0.3,17,20,5,Saturday,9,30,2026-09-26T17:20:00,4.1,MEDIUM,0.5,0.313,0.57,0.35,0.3,0.17,2.6,4.9,-1
INC-0153,6.945208,79.873862,primary,Stace Road,2,1,accident_minor,0.5,12,41,5,Saturday,1,59,2026-01-26T12:41:00,4.7,MEDIUM,0.5,0.331,0.39,0.7,0.5,0.0,0.0,0.0,3
INC-0154,6.947065,79.898401,primary,Ambatale Road,2,1,battery_dead,0.3,17,24,0,Monday,4,18,2026-04-10T17:24:00,6.7,HIGH,0.5,0.807,0.95,0.7,0.3,1.88,23.4,180.0,-1
INC-0155,6.872201,79.905253,secondary,Old Kottawa Road,2,1,accident_minor,0.5,8,34,5,Saturday,1,37,2026-01-23T08:34:00,5.0,HIGH,0.5,0.42,0.6,0.5,0.5,0.5,11.2,11.2,-1
INC-0156,6.883578,79.97841,primary,Malabe - Athurugiriya Road,2,1,flat_tire,0.3,8,10,1,Tuesday,9,21,2026-09-25T08:10:00,6.9,HIGH,0.5,0.85,1.0,0.7,0.3,2.5,37.5,15.0,-1
INC-0157,6.911464,79.981816,motorway,Outer Circular Highway,2,1,flat_tire,0.3,17,2,2,Wednesday,7,32,2026-07-09T17:02:00,7.4,HIGH,0.5,0.902,0.95,1.0,0.3,4.12,61.9,180.0,-1
INC-0158,6.827991,80.066687,tertiary,Madulawa Road,2,1,accident_minor,0.5,9,45,1,Tuesday,5,37,2026-05-01T09:45:00,5.4,HIGH,0.5,0.468,0.85,0.35,0.5,1.31,29.5,105.0,-1
INC-0159,6.913009,80.096034,trunk,High Level Road,2,1,engine_failure,0.7,10,5,2,Wednesday,4,64,2026-04-13T10:05:00,6.1,HIGH,0.5,0.54,0.6,0.85,0.7,1.5,45.0,15.0,8
INC-0160,6.787482,79.957436,residential,Unknown,2,1,battery_dead,0.3,17,53,1,Tuesday,10,13,2026-10-03T17:53:00,4.8,MEDIUM,0.5,0.38,0.95,0.15,0.3,0.47,5.9,180.0,-1
INC-0161,6.839756,79.993889,trunk,High Level Road,2,1,flat_tire,0.3,11,37,3,Thursday,2,30,2026-02-23T11:37:00,5.3,HIGH,0.5,0.495,0.55,0.85,0.3,0.38,5.6,3.3,-1
INC-0162,6.777588,79.946356,living_street,Unknown,2,1,overheating,0.5,8,30,4,Friday,7,31,2026-07-16T08:30:00,4.9,MEDIUM,0.5,0.3,1.0,0.1,0.5,0.42,8.3,20.0,-1
INC-0163,6.876992,79.886989,tertiary,Kandewatta Road,2,1,engine_failure,0.7,18,11,2,Wednesday,12,40,2026-12-08T18:11:00,6.2,HIGH,0.5,0.55,1.0,0.35,0.7,2.5,75.0,30.0,18
INC-0164,6.843342,80.060298,secondary,Godagama-Padukka Road,2,1,overheating,0.5,20,43,1,Tuesday,5,36,2026-05-20T20:43:00,4.4,MEDIUM,0.5,0.315,0.45,0.5,0.5,0.0,0.0,0.0,-1
INC-0165,6.910035,79.894898,primary,Cotta Road,2,1,flat_tire,0.3,18,32,3,Thursday,12,23,2026-12-06T18:32:00,6.9,HIGH,0.5,0.85,1.0,0.7,0.3,2.5,37.5,15.0,11
INC-0166,6.907214,80.118092,living_street,Unknown,2,1,engine_failure,0.7,10,56,3,Thursday,11,38,2026-11-03T10:56:00,4.1,MEDIUM,0.5,0.18,0.6,0.1,0.7,0.12,3.8,15.0,-1
INC-0167,6.771204,79.885556,secondary,Egoda Uyana Road,2,1,engine_failure,0.7,16,54,0,Monday,6,24,2026-06-11T16:54:00,6.0,HIGH,0.5,0.56,0.8,0.5,0.7,2.0,60.0,90.0,-1
INC-0168,6.924598,79.852258,tertiary,Kew Passege,2,1,accident_minor,0.5,11,37,4,Friday,3,61,2026-03-24T11:37:00,4.4,MEDIUM,0.5,0.303,0.55,0.35,0.5,0.19,4.2,5.0,10
INC-0169,6.894088,79.861723,trunk,Sri Sambuddhatwa Jayanthi Mawatha (Havelock Road),4,2,accident_major,1.0,7,6,1,Tuesday,9,139,2026-09-15T07:06:00,7.4,HIGH,0.5,0.72,0.8,0.85,1.0,9.0,540.0,180.0,-1
INC-0170,6.945912,79.889372,tertiary,Ramyaweera Mawatha,2,1,engine_failure,0.7,22,9,5,Saturday,9,43,2026-09-22T22:09:00,3.1,MEDIUM,0.5,0.05,0.09,0.35,0.7,0.0,0.0,0.0,-1
INC-0171,6.923192,80.023885,primary,Avissawella Road(Colombo-Hanwella Low Level Road),2,1,accident_minor,0.5,7,15,4,Friday,4,51,2026-04-03T07:15:00,6.3,HIGH,0.5,0.68,0.8,0.7,0.5,2.25,50.6,67.5,-1
INC-0172,6.859692,79.867356,primary,Anagarika Dharmapala Mawatha (Allen Avenue),2,1,flat_tire,0.3,13,3,0,Monday,4,38,2026-04-13T13:03:00,5.2,HIGH,0.5,0.51,0.6,0.7,0.3,0.5,7.5,7.5,7
INC-0173,6.942733,80.142756,trunk,High Level Road,2,1,overheating,0.5,12,12,6,Sunday,4,40,2026-04-18T12:12:00,4.4,MEDIUM,0.5,0.234,0.26,0.85,0.5,0.0,0.0,0.0,-1
INC-0174,6.790686,79.981659,motorway,Southern Expressway,2,1,engine_failure,0.7,11,4,4,Friday,10,55,2026-10-25T11:04:00,6.2,HIGH,0.5,0.522,0.55,1.0,0.7,0.92,27.5,6.7,-1
INC-0175,6.916472,79.873281,tertiary,Kynsey Road,2,1,overheating,0.5,6,55,1,Tuesday,7,30,2026-07-19T06:55:00,4.0,MEDIUM,0.5,0.248,0.45,0.35,0.5,0.0,0.0,0.0,17
INC-0176,6.896464,79.89123,secondary,Nawala Road,2,2,accident_major,1.0,16,3,6,Sunday,1,99,2026-01-05T16:03:00,5.9,HIGH,1.0,0.224,0.32,0.5,1.0,4.27,256.0,56.5,-1
INC-0177,6.900131,80.091319,tertiary,Pahathgama-Diddeniya Road,2,1,engine_failure,0.7,16,59,5,Saturday,2,35,2026-02-05T16:59:00,4.4,MEDIUM,0.5,0.264,0.48,0.35,0.7,0.0,0.0,0.0,-1
INC-0178,6.842271,79.909769,primary,Dehiwela Road (Dehiwela-Maharagama Road),2,1,engine_failure,0.7,12,13,1,Tuesday,6,55,2026-06-05T12:13:00,6.0,HIGH,0.5,0.552,0.65,0.7,0.7,1.5,45.0,25.7,-1
INC-0179,6.874359,79.870864,primary,Havelock Road,2,1,engine_failure,0.7,13,53,4,Friday,5,68,2026-05-10T13:53:00,5.8,HIGH,0.5,0.51,0.6,0.7,0.7,1.0,30.0,15.0,9
INC-0180,6.915251,79.855872,secondary,Perahera Mawatha,2,1,engine_failure,0.7,19,44,6,Sunday,2,38,2026-02-05T19:44:00,4.2,MEDIUM,0.5,0.21,0.3,0.5,0.7,0.0,0.0,0.0,13
INC-0181,6.920441,80.097922,tertiary,Kaluaggala-Akarawita Road,2,1,accident_minor,0.5,7,59,3,Thursday,5,39,2026-05-20T07:59:00,5.2,HIGH,0.5,0.44,0.8,0.35,0.5,1.12,25.3,67.5,8
INC-0182,6.873066,79.888835,secondary,Poorwarama Road,2,2,accident_major,1.0,18,28,2,Wednesday,6,139,2026-06-10T18:28:00,8.5,CRITICAL,1.0,0.7,1.0,0.5,1.0,13.33,800.0,60.0,18
INC-0183,6.8051,79.954996,tertiary,Kudamaduwa Road,2,1,battery_dead,0.3,21,16,4,Friday,9,23,2026-09-01T21:16:00,3.2,MEDIUM,0.5,0.165,0.3,0.35,0.3,0.0,0.0,0.0,-1
INC-0184,6.845009,79.940284,trunk,High Level Road,2,1,overheating,0.5,8,39,2,Wednesday,11,35,2026-11-23T08:39:00,7.5,HIGH,0.5,0.9,1.0,0.85,0.5,5.0,100.0,20.0,19
INC-0185,6.921402,79.847583,primary,Sir Mohamed Macan Makar Mawatha,2,1,battery_dead,0.3,17,14,5,Saturday,7,20,2026-07-24T17:14:00,5.1,HIGH,0.5,0.484,0.57,0.7,0.3,0.29,3.6,4.1,-1
INC-0186,6.908865,79.929335,secondary,Kalapaluwawa Road,2,1,flat_tire,0.3,18,0,0,Monday,8,29,2026-08-03T18:00:00,6.2,HIGH,0.5,0.7,1.0,0.5,0.3,1.67,25.0,15.0,-1
INC-0187,6.822809,80.141584,secondary,Meepe-Ingiriya Road,2,1,overheating,0.5,18,57,2,Wednesday,4,27,2026-04-11T18:57:00,6.5,HIGH,0.5,0.7,1.0,0.5,0.5,2.22,44.4,20.0,-1
INC-0188,6.927432,79.859956,primary,D. R. Wijewardene Mawatha,2,1,accident_minor,0.5,19,7,1,Tuesday,6,20,2026-06-15T19:07:00,6.1,HIGH,0.5,0.637,0.75,0.7,0.5,1.88,42.2,45.0,-1
INC-0189,6.83339,79.926678,residential,Sadu Mawatha,2,1,overheating,0.5,9,39,3,Thursday,2,43,2026-02-15T09:39:00,4.8,MEDIUM,0.5,0.34,0.85,0.15,0.5,0.58,11.7,93.3,-1
INC-0190,6.883782,79.977636,primary,Malabe - Athurugiriya Road,2,1,fuel_empty,0.2,17,57,2,Wednesday,2,14,2026-02-10T17:57:00,6.5,HIGH,0.5,0.807,0.95,0.7,0.2,1.5,15.0,180.0,-1
INC-0191,6.916954,79.864897,secondary,Dr. C. W. W. Kannangara Mawatha (Alexandra Place),3,1,engine_failure,0.7,22,53,2,Wednesday,12,70,2026-12-02T22:53:00,3.2,MEDIUM,0.333,0.105,0.15,0.5,0.7,0.0,0.0,0.0,-1
INC-0192,6.880397,80.018011,secondary,Habarakada-Ranala Road,2,1,flat_tire,0.3,10,58,3,Thursday,10,28,2026-10-25T10:58:00,4.7,MEDIUM,0.5,0.42,0.6,0.5,0.3,0.33,5.0,7.5,-1
INC-0193,6.951861,79.880073,motorway,Golden Gate Kalyani,2,1,engine_failure,0.7,20,43,1,Tuesday,1,38,2026-01-24T20:43:00,5.8,HIGH,0.5,0.427,0.45,1.0,0.7,0.0,0.0,0.0,24
INC-0194,6.913371,79.944344,living_street,Unknown,2,1,battery_dead,0.3,9,46,1,Tuesday,5,33,2026-05-08T09:46:00,4.2,MEDIUM,0.5,0.255,0.85,0.1,0.3,0.18,2.3,58.3,-1
INC-0195,6.927863,80.115024,trunk,High Level Road,2,1,accident_minor,0.5,8,31,1,Tuesday,6,43,2026-06-22T08:31:00,7.5,HIGH,0.5,0.9,1.0,0.85,0.5,5.62,126.6,22.5,-1
INC-0196,6.914825,79.910596,secondary,Buthgamuwa Road,2,2,accident_major,1.0,18,30,2,Wednesday,7,116,2026-07-24T18:30:00,8.5,CRITICAL,1.0,0.7,1.0,0.5,1.0,13.33,800.0,60.0,-1
INC-0197,6.886897,79.962156,secondary,Malabe-Kottawa Road,2,1,engine_failure,0.7,18,32,3,Thursday,6,62,2026-06-19T18:32:00,6.8,HIGH,0.5,0.7,1.0,0.5,0.7,3.33,100.0,30.0,-1
INC-0198,6.785599,79.877333,tertiary,Uyana Road,2,1,battery_dead,0.3,12,7,2,Wednesday,8,18,2026-08-01T12:07:00,4.4,MEDIUM,0.5,0.358,0.65,0.35,0.3,0.31,3.9,10.7,-1
INC-0199,6.783592,79.983076,primary,Colombo - Horana Road,2,1,battery_dead,0.3,9,34,2,Wednesday,10,37,2026-10-02T09:34:00,6.3,HIGH,0.5,0.722,0.85,0.7,0.3,1.46,18.2,58.3,15
INC-0200,6.859988,79.928657,secondary,Pamunuwa Road,1,1,accident_minor,0.5,8,40,2,Wednesday,9,50,2026-09-20T08:40:00,7.7,HIGH,1.0,0.7,1.0,0.5,0.5,5.0,112.5,22.5,-1
INC-0201,6.854091,80.081103,trunk,High Level Road,1,1,battery_dead,0.3,19,11,4,Friday,9,33,2026-09-02T19:11:00,7.4,HIGH,1.0,0.675,0.75,0.85,0.3,4.69,58.6,75.0,-1
INC-0202,6.943074,80.139655,trunk,High Level Road,2,1,battery_dead,0.3,13,18,6,Sunday,4,30,2026-04-15T13:18:00,4.0,MEDIUM,0.5,0.216,0.24,0.85,0.3,0.0,0.0,0.0,-1
INC-0203,6.868746,79.858835,primary,Marine Drive,2,2,accident_major,1.0,19,34,0,Monday,6,105,2026-06-21T19:34:00,8.1,CRITICAL,1.0,0.637,0.75,0.7,1.0,15.0,900.0,180.0,7
INC-0204,6.769774,79.941694,residential,Unknown,2,1,engine_failure,0.7,11,6,2,Wednesday,3,52,2026-03-24T11:06:00,4.2,MEDIUM,0.5,0.22,0.55,0.15,0.7,0.12,3.8,6.7,-1
INC-0205,6.945095,79.86855,primary,Layard's Broadway,2,1,flat_tire,0.3,17,55,3,Thursday,2,21,2026-02-18T17:55:00,6.7,HIGH,0.5,0.807,0.95,0.7,0.3,2.25,33.8,180.0,3
INC-0206,6.855269,80.089492,trunk,High Level Road,1,1,accident_major,1.0,18,57,4,Friday,4,133,2026-04-19T18:57:00,9.5,CRITICAL,1.0,0.9,1.0,0.85,1.0,15.0,1800.0,60.0,-1
INC-0207,6.855944,79.874311,tertiary,Quarry Road,2,1,flat_tire,0.3,9,54,1,Tuesday,4,31,2026-04-17T09:54:00,5.1,HIGH,0.5,0.468,0.85,0.35,0.3,0.88,13.1,70.0,7
INC-0208,6.943102,79.92405,primary,Ambatale Road,2,1,engine_failure,0.7,17,47,1,Tuesday,6,70,2026-06-15T17:47:00,7.3,HIGH,0.5,0.807,0.95,0.7,0.7,4.5,135.0,180.0,-1
INC-0209,6.938549,79.850808,primary,N. H. M. Abdul Cader Mawatha,2,1,engine_failure,0.7,16,15,1,Tuesday,4,50,2026-04-10T16:15:00,6.7,HIGH,0.5,0.68,0.8,0.7,0.7,3.0,90.0,90.0,23
INC-0210,6.860516,79.872937,tertiary,Robert Road,2,1,accident_minor,0.5,9,52,0,Monday,3,55,2026-03-14T09:52:00,5.4,HIGH,0.5,0.468,0.85,0.35,0.5,1.31,29.5,105.0,7
INC-0211,6.854585,79.978102,motorway,Outer Circular Highway,2,1,engine_failure,0.7,13,19,4,Friday,10,51,2026-10-05T13:19:00,6.4,HIGH,0.5,0.57,0.6,1.0,0.7,1.83,55.0,15.0,16
INC-0212,6.964945,80.169592,tertiary,Eswaththa - Ranwala Road,2,1,battery_dead,0.3,20,23,4,Friday,6,26,2026-06-09T20:23:00,3.7,MEDIUM,0.5,0.248,0.45,0.35,0.3,0.0,0.0,0.0,-1
INC-0213,6.8657,80.015112,primary,Malabe - Godagama Road,2,1,accident_minor,0.5,7,30,6,Sunday,9,56,2026-09-04T07:30:00,4.4,MEDIUM,0.5,0.272,0.32,0.7,0.5,0.0,0.0,0.0,-1
INC-0214,6.795586,79.982677,motorway,Southern Expressway,2,1,overheating,0.5,10,30,2,Wednesday,6,31,2026-06-12T10:30:00,6.1,HIGH,0.5,0.57,0.6,1.0,0.5,1.22,24.4,10.0,-1
INC-0215,6.890809,79.876896,trunk,Elvitigala Mawatha,3,1,battery_dead,0.3,6,17,5,Saturday,9,11,2026-09-21T06:17:00,3.7,MEDIUM,0.333,0.243,0.27,0.85,0.3,0.0,0.0,0.0,20
INC-0216,6.914342,80.097563,trunk,High Level Road,2,1,battery_dead,0.3,5,55,3,Thursday,8,17,2026-08-15T05:55:00,3.6,MEDIUM,0.5,0.135,0.15,0.85,0.3,0.0,0.0,0.0,8
INC-0217,6.942782,80.196993,trunk,High Level Road,2,1,engine_failure,0.7,19,55,1,Tuesday,9,74,2026-09-05T19:55:00,6.8,HIGH,0.5,0.675,0.75,0.85,0.7,3.75,112.5,60.0,-1
INC-0218,6.803899,80.05031,tertiary,Dampe Road,2,1,flat_tire,0.3,15,18,1,Tuesday,5,18,2026-05-12T15:18:00,4.4,MEDIUM,0.5,0.358,0.65,0.35,0.3,0.38,5.6,12.9,-1
INC-0219,6.89298,79.874081,primary,Bernard Soysa Mawatha (Kirula Road),4,1,flat_tire,0.3,8,3,2,Wednesday,9,33,2026-09-07T08:03:00,6.3,HIGH,0.25,0.85,1.0,0.7,0.3,1.25,18.8,15.0,20
INC-0220,6.84831,80.169322,unclassified,Unknown,2,1,flat_tire,0.3,11,42,0,Monday,6,30,2026-06-17T11:42:00,3.8,MEDIUM,0.5,0.275,0.55,0.2,0.3,0.08,1.3,3.3,-1
INC-0221,6.881519,79.982969,primary,Malabe - Athurugiriya Road,2,1,flat_tire,0.3,13,0,2,Wednesday,5,28,2026-05-02T13:00:00,5.2,HIGH,0.5,0.51,0.6,0.7,0.3,0.5,7.5,7.5,-1
INC-0222,6.894664,79.939626,residential,Isuru Uyana,2,1,battery_dead,0.3,13,38,3,Thursday,8,23,2026-08-15T13:38:00,3.7,MEDIUM,0.5,0.24,0.6,0.15,0.3,0.1,1.3,6.2,-1
INC-0223,6.933337,79.990463,primary,Avissawella Road(Colombo-Hanwella Low Level Road),2,1,fuel_empty,0.2,13,50,4,Friday,7,26,2026-07-21T13:50:00,5.1,HIGH,0.5,0.51,0.6,0.7,0.2,0.33,3.3,5.0,-1
INC-0224,6.839492,79.989298,trunk,High Level Road,2,1,accident_minor,0.5,8,20,4,Friday,4,34,2026-04-28T08:20:00,7.5,HIGH,0.5,0.9,1.0,0.85,0.5,5.62,126.6,22.5,-1
INC-0225,6.801722,80.02428,secondary,Kottawa Thalagala Road,2,1,overheating,0.5,15,27,4,Friday,2,24,2026-02-25T15:27:00,5.2,HIGH,0.5,0.455,0.65,0.5,0.5,0.67,13.3,17.1,-1
INC-0226,6.876197,79.958252,residential,Unknown,2,1,engine_failure,0.7,18,38,4,Friday,9,43,2026-09-27T18:38:00,5.5,HIGH,0.5,0.4,1.0,0.15,0.7,1.25,37.5,30.0,-1
INC-0227,6.854983,80.056266,trunk,High Level Road,2,1,fuel_empty,0.2,21,55,1,Tuesday,8,15,2026-08-24T21:55:00,4.1,MEDIUM,0.5,0.27,0.3,0.85,0.2,0.0,0.0,0.0,-1
INC-0228,6.92784,79.916578,secondary,Buthgamuwa Road,2,1,engine_failure,0.7,17,14,5,Saturday,8,76,2026-08-18T17:14:00,5.2,HIGH,0.5,0.399,0.57,0.5,0.7,0.47,14.0,9.8,-1
INC-0229,6.815596,79.877627,trunk,Galle Road,3,2,accident_major,1.0,18,6,3,Thursday,3,100,2026-03-27T18:06:00,8.7,CRITICAL,0.667,0.9,1.0,0.85,1.0,15.0,1200.0,60.0,-1
INC-0230,6.799267,79.918709,secondary,Moratuwa - Piliyandala Road,2,1,battery_dead,0.3,17,42,1,Tuesday,6,21,2026-06-14T17:42:00,6.0,HIGH,0.5,0.665,0.95,0.5,0.3,1.25,15.6,180.0,-1
INC-0231,6.936455,80.172013,trunk,High Level Road,2,1,battery_dead,0.3,18,45,1,Tuesday,1,33,2026-01-13T18:45:00,7.2,HIGH,0.5,0.9,1.0,0.85,0.3,3.12,39.1,12.5,-1
INC-0232,6.92744,79.849875,trunk,Slave Island Police Round About,2,1,flat_tire,0.3,19,30,4,Friday,11,42,2026-11-05T19:30:00,6.2,HIGH,0.5,0.675,0.75,0.85,0.3,1.88,28.1,30.0,10
INC-0233,6.846697,79.888065,primary,Dehiwela Road (Dehiwela-Maharagama Road),2,1,accident_minor,0.5,17,33,1,Tuesday,5,48,2026-05-03T17:33:00,7.0,HIGH,0.5,0.807,0.95,0.7,0.5,3.38,75.9,180.0,-1
INC-0234,6.858197,80.003186,secondary,Homagama Athurugiriya road,2,1,accident_minor,0.5,17,43,6,Sunday,2,49,2026-02-15T17:43:00,4.2,MEDIUM,0.5,0.266,0.38,0.5,0.5,0.0,0.0,0.0,-1
INC-0235,6.85872,79.915598,secondary,Old Kottawa Road,2,1,engine_failure,0.7,9,21,5,Saturday,12,49,2026-12-26T09:21:00,5.0,HIGH,0.5,0.357,0.51,0.5,0.7,0.07,2.0,1.2,-1
