Q1_intent,Q2_engine_start,Q2b_running_issue,Q3_sound,Q3b_electrical,Q4_noise_detail,Q7_overheat_detail,Q8_smoke_color,Q_brake_detail,Q_gear_detail,Q6_smells,Q5_lights,Q9_recent,recent_rain,parked_overnight,last_fueled,vehicle_make,fuel_type,service_type,source
ENGINE_PROBLEM,NO_CRANK,NOT_ASKED,NOT_ASKED,DIM_LIGHTS,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""NONE""]","[""NO_SIGNS""]",WITHIN_3_DAYS,OUTDOOR,WITHIN_WEEK,Mitsubishi,DIESEL,BATTERY_TERMINAL_CLEAN,real
WONT_START,STARTS_BUT_ISSUE,NOISE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,FUEL_SMELL,"[""CHECK_ENGINE""]","[""NO_SIGNS""]",NONE,INDOOR,WITHIN_WEEK,Suzuki,PETROL,IGNITION_SYSTEM,real
ENGINE_PROBLEM,STARTS_BUT_ISSUE,NO_POWER,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""NONE""]","[""HARD_START""]",MONSOON,OUTDOOR,TODAY_NEW_STATION,Suzuki,PETROL,FUEL_FILTER_CLOGGED,real
WONT_START,STARTS_BUT_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""NONE""]","[""HARD_START""]",NONE,OUTDOOR,WITHIN_WEEK,Toyota,PETROL,BATTERY_REPLACE,real
BRAKE_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,GRINDING,NOT_ASKED,NO_SMELL,"[""ABS"", ""BRAKE""]","[""LOSS_OF_POWER"", ""UNUSUAL_NOISE""]",NONE,INDOOR,OVER_WEEK,Mitsubishi,DIESEL,BRAKE_FAILURE,real
WONT_START,NO_CRANK,NOT_ASKED,NOT_ASKED,DIM_LIGHTS,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""NONE""]","[""HARD_START"", ""NO_SIGNS""]",YESTERDAY,OUTDOOR,WITHIN_WEEK,Toyota,HYBRID,BATTERY_JUMP,real
GEAR_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,CLUTCH_SOFT,BURNING_OIL,"[""NONE""]","[""LOSS_OF_POWER"", ""UNUSUAL_NOISE""]",NONE,OUTDOOR,WITHIN_WEEK,Toyota,DIESEL,CLUTCH_WORN,real
WONT_START,NO_CRANK,NOT_ASKED,NOT_ASKED,DIM_LIGHTS,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""BATTERY""]","[""NO_SIGNS""]",YESTERDAY,OUTDOOR,TODAY_USUAL,Nissan,PETROL,BATTERY_JUMP,real
WEIRD_BEHAVIOR,STARTS_NORMAL,OVERHEATING,NOT_ASKED,NOT_ASKED,NOT_ASKED,ALWAYS,NOT_ASKED,NOT_ASKED,NOT_ASKED,SWEET,"[""TEMPERATURE""]","[""SMELL_BEFORE"", ""NO_SIGNS""]",NONE,OUTDOOR,WITHIN_WEEK,Suzuki,PETROL,RADIATOR_HOSE_LEAK,real
ENGINE_PROBLEM,STARTS_NORMAL,OVERHEATING,NOT_ASKED,NOT_ASKED,NOT_ASKED,ALWAYS,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""TEMPERATURE""]","[""OVERHEATING_BEFORE""]",NONE,OUTDOOR,TODAY_USUAL,Mazda,DIESEL,RADIATOR_FAN_ISSUE,real
WONT_START,NO_CRANK,NOT_ASKED,NOT_ASKED,SOME_LIGHTS_ON,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""CHECK_ENGINE""]","[""HARD_START""]",YESTERDAY,INDOOR,WITHIN_WEEK,Suzuki,PETROL,STARTER_MOTOR,real
ENGINE_PROBLEM,NO_CRANK,NOT_ASKED,NOT_ASKED,SOME_LIGHTS_ON,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,BURNING_ELECTRICAL,"[""BATTERY""]","[""HARD_START"", ""LIGHTS_FLICKER"", ""LOSS_OF_POWER""]",YESTERDAY,OUTDOOR,TODAY_USUAL,Kia,PETROL,ALTERNATOR_ISSUE,real
WONT_START,NO_CRANK,NOT_ASKED,NOT_ASKED,DIM_LIGHTS,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""BATTERY""]","[""HARD_START"", ""NO_SIGNS""]",NONE,OUTDOOR,WITHIN_WEEK,Suzuki,PETROL,BATTERY_JUMP,real
WONT_START,NO_CRANK,NOT_ASKED,NOT_ASKED,DIM_LIGHTS,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""NONE""]","[""HARD_START""]",NONE,OUTDOOR,TODAY_USUAL,Honda,PETROL,BATTERY_JUMP,real
WONT_START,CRANKS_NO_START,NOT_ASKED,NORMAL_CRANKING,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""NONE""]","[""NO_SIGNS""]",NONE,OUTDOOR,WITHIN_WEEK,Honda,PETROL,BATTERY_JUMP,real
WONT_START,STARTS_BUT_ISSUE,STALLING,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""BATTERY""]","[""LOSS_OF_POWER""]",NONE,INDOOR,TODAY_USUAL,Toyota,PETROL,ALTERNATOR_ISSUE,real
WONT_START,NO_CRANK,NOT_ASKED,NOT_ASKED,SOME_LIGHTS_ON,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""BATTERY"", ""CHECK_ENGINE"", ""NONE""]","[""NO_SIGNS""]",NONE,OUTDOOR,TODAY_USUAL,Honda,HYBRID,BATTERY_REPLACE,real
WEIRD_BEHAVIOR,STARTS_BUT_ISSUE,NO_POWER,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""NONE""]","[""LOSS_OF_POWER""]",NONE,INDOOR,WITHIN_WEEK,Toyota,PETROL,FUEL_FILTER_CLOGGED,real
ENGINE_PROBLEM,STARTS_NORMAL,NO_POWER,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""TEMPERATURE""]","[""OVERHEATING_BEFORE""]",WITHIN_3_DAYS,OUTDOOR,WITHIN_WEEK,Honda,HYBRID,COOLANT_LOW,real
ENGINE_PROBLEM,STARTS_BUT_ISSUE,OVERHEATING,NOT_ASKED,NOT_ASKED,NOT_ASKED,TRAFFIC_ONLY,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""TEMPERATURE"", ""NONE""]","[""OVERHEATING_BEFORE""]",NONE,OUTDOOR,WITHIN_WEEK,Mazda,DIESEL,RADIATOR_FAN_ISSUE,real
ENGINE_PROBLEM,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""CHECK_ENGINE"", ""SERVICE""]","[""NO_SIGNS""]",YESTERDAY,OUTDOOR,TODAY_USUAL,Toyota,DIESEL,TRANSMISSION_ISSUE,real
WONT_START,CRANKS_NO_START,NOT_ASKED,NORMAL_CRANKING,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,FUEL_SMELL,"[""CHECK_ENGINE""]","[""LOSS_OF_POWER""]",WITHIN_3_DAYS,OUTDOOR,TODAY_USUAL,Mazda,PETROL,IGNITION_SYSTEM,real
WONT_START,NO_CRANK,NOT_ASKED,NOT_ASKED,SOME_LIGHTS_ON,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""CHECK_ENGINE"", ""NONE""]","[""NO_SIGNS""]",YESTERDAY,OUTDOOR,WITHIN_WEEK,Mahindra,DIESEL,STARTER_MOTOR,real
WONT_START,NO_CRANK,NOT_ASKED,NOT_ASKED,ALL_DEAD_NO_LIGHTS,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""BATTERY""]","[""HARD_START""]",NONE,OUTDOOR,WITHIN_WEEK,Toyota,PETROL,BATTERY_JUMP,real
WONT_START,CRANKS_NO_START,NOT_ASKED,WHIRRING,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,BURNING_ELECTRICAL,"[""CHECK_ENGINE"", ""OIL"", ""TEMPERATURE""]","[""OVERHEATING_BEFORE"", ""UNUSUAL_NOISE""]",YESTERDAY,INDOOR,WITHIN_WEEK,Mazda,DIESEL,SEVERE_MECHANICAL_TOW,real
BRAKE_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,SQUEALING,NOT_ASKED,NO_SMELL,"[""NONE""]","[""UNUSUAL_NOISE""]",WITHIN_3_DAYS,INDOOR,WITHIN_WEEK,Nissan,DIESEL,BRAKE_PAD_WORN,real
WEIRD_BEHAVIOR,STARTS_BUT_ISSUE,OVERHEATING,NOT_ASKED,NOT_ASKED,NOT_ASKED,TRAFFIC_ONLY,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""NONE""]","[""OVERHEATING_BEFORE""]",NONE,OUTDOOR,TODAY_NEW_STATION,Mazda,PETROL,COOLANT_LOW,real
ENGINE_PROBLEM,STARTS_BUT_ISSUE,OVERHEATING,NOT_ASKED,NOT_ASKED,NOT_ASKED,HILL_CLIMB,NOT_ASKED,NOT_ASKED,NOT_ASKED,SWEET,"[""CHECK_ENGINE""]","[""SMELL_BEFORE"", ""NO_SIGNS""]",WITHIN_3_DAYS,INDOOR,OVER_WEEK,Toyota,HYBRID,RADIATOR_HOSE_LEAK,real
ENGINE_PROBLEM,STARTS_NORMAL,OVERHEATING,NOT_ASKED,NOT_ASKED,NOT_ASKED,TRAFFIC_ONLY,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""CHECK_ENGINE"", ""TEMPERATURE"", ""NONE""]","[""OVERHEATING_BEFORE"", ""NO_SIGNS""]",NONE,OUTDOOR,WITHIN_WEEK,Toyota,DIESEL,RADIATOR_FAN_ISSUE,real
ENGINE_PROBLEM,NO_CRANK,NOT_ASKED,NOT_ASKED,DIM_LIGHTS,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,BURNING_ELECTRICAL,"[""NONE""]","[""LOSS_OF_POWER"", ""NO_SIGNS""]",MONSOON,OUTDOOR,OVER_WEEK,Mitsubishi,PETROL,ELECTRICAL_FAULT_RAIN,real
WONT_START,NO_CRANK,NOT_ASKED,NOT_ASKED,ALL_DEAD_NO_LIGHTS,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""NONE""]","[""HARD_START""]",WITHIN_3_DAYS,INDOOR,WITHIN_WEEK,Toyota,PETROL,BATTERY_JUMP,real
WONT_START,STARTS_BUT_ISSUE,OVERHEATING,NOT_ASKED,NOT_ASKED,NOT_ASKED,WITH_AC,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""TEMPERATURE""]","[""NO_SIGNS""]",YESTERDAY,INDOOR,OVER_WEEK,Suzuki,PETROL,RADIATOR_FAN_ISSUE,real
BRAKE_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,SOFT_PEDAL,NOT_ASKED,BURNING_OIL,"[""CHECK_ENGINE"", ""BRAKE""]","[""NO_SIGNS""]",MONSOON,INDOOR,WITHIN_WEEK,Mitsubishi,DIESEL,BRAKE_FAILURE,real
WONT_START,STARTS_BUT_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""NONE""]","[""HARD_START""]",NONE,OUTDOOR,TODAY_USUAL,Toyota,HYBRID,BATTERY_TERMINAL_CLEAN,real
ENGINE_PROBLEM,STARTS_NORMAL,OVERHEATING,NOT_ASKED,NOT_ASKED,NOT_ASKED,HILL_CLIMB,NOT_ASKED,NOT_ASKED,NOT_ASKED,SWEET,"[""NONE""]","[""LOSS_OF_POWER"", ""OVERHEATING_BEFORE""]",NONE,OUTDOOR,TODAY_USUAL,Toyota,PETROL,COOLANT_LOW,real
BRAKE_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,SQUEALING,NOT_ASKED,NO_SMELL,"[""BRAKE"", ""NONE""]","[""UNUSUAL_NOISE""]",NONE,OUTDOOR,WITHIN_WEEK,Toyota,HYBRID,BRAKE_PAD_WORN,real
ENGINE_PROBLEM,STARTS_NORMAL,OVERHEATING,NOT_ASKED,NOT_ASKED,NOT_ASKED,WITH_AC,NOT_ASKED,NOT_ASKED,NOT_ASKED,BURNING_OIL,"[""TEMPERATURE""]","[""OVERHEATING_BEFORE""]",YESTERDAY,OUTDOOR,TODAY_NEW_STATION,Suzuki,PETROL,COOLANT_LOW,real
ENGINE_PROBLEM,NO_CRANK,NOT_ASKED,NOT_ASKED,ALL_DEAD_NO_LIGHTS,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,BURNING_ELECTRICAL,"[""BATTERY""]","[""LIGHTS_FLICKER"", ""LOSS_OF_POWER""]",NONE,INDOOR,OVER_WEEK,Toyota,PETROL,ALTERNATOR_ISSUE,real
WEIRD_BEHAVIOR,CRANKS_NO_START,NOT_ASKED,GRINDING,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,BURNING_ELECTRICAL,"[""TEMPERATURE""]","[""LOSS_OF_POWER"", ""OVERHEATING_BEFORE"", ""SMELL_BEFORE""]",YESTERDAY,INDOOR,WITHIN_WEEK,Mahindra,DIESEL,ENGINE_OVERHEAT_SEVERE,real
ENGINE_PROBLEM,STARTS_NORMAL,OVERHEATING,NOT_ASKED,NOT_ASKED,NOT_ASKED,ALWAYS,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""TEMPERATURE""]","[""NO_SIGNS""]",NONE,INDOOR,WITHIN_WEEK,Toyota,PETROL,COOLANT_LOW,real
WONT_START,NO_CRANK,NOT_ASKED,NOT_ASKED,DIM_LIGHTS,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""NONE""]","[""HARD_START""]",NONE,INDOOR,OVER_WEEK,Toyota,DIESEL,BATTERY_JUMP,real
WONT_START,NO_CRANK,NOT_ASKED,NOT_ASKED,ALL_DEAD_NO_LIGHTS,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""CHECK_ENGINE""]","[""NO_SIGNS""]",WITHIN_3_DAYS,INDOOR,TODAY_USUAL,Toyota,PETROL,BATTERY_JUMP,real
ENGINE_PROBLEM,STARTS_NORMAL,OVERHEATING,NOT_ASKED,NOT_ASKED,NOT_ASKED,ALWAYS,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""TEMPERATURE""]","[""OVERHEATING_BEFORE"", ""NO_SIGNS""]",NONE,INDOOR,TODAY_USUAL,Honda,PETROL,RADIATOR_FAN_ISSUE,real
WEIRD_BEHAVIOR,STARTS_NORMAL,NO_POWER,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""NONE""]","[""HARD_START"", ""LOSS_OF_POWER""]",WITHIN_3_DAYS,OUTDOOR,TODAY_USUAL,Toyota,DIESEL,FUEL_FILTER_CLOGGED,real
BRAKE_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,SOFT_PEDAL,NOT_ASKED,BURNING_ELECTRICAL,"[""BRAKE""]","[""NO_SIGNS""]",NONE,OUTDOOR,OVER_WEEK,Kia,PETROL,BRAKE_FAILURE,real
WONT_START,NO_CRANK,NOT_ASKED,NOT_ASKED,DIM_LIGHTS,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""BATTERY""]","[""NO_SIGNS""]",MONSOON,OUTDOOR,OVER_WEEK,Suzuki,PETROL,BATTERY_JUMP,real
BRAKE_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,SQUEALING,NOT_ASKED,BURNING_OIL,"[""BRAKE"", ""NONE""]","[""UNUSUAL_NOISE""]",YESTERDAY,INDOOR,WITHIN_WEEK,Honda,PETROL,BRAKE_PAD_WORN,real
ENGINE_PROBLEM,STARTS_BUT_ISSUE,OVERHEATING,NOT_ASKED,NOT_ASKED,NOT_ASKED,WITH_AC,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""NONE""]","[""OVERHEATING_BEFORE""]",NONE,OUTDOOR,TODAY_USUAL,Toyota,HYBRID,COOLANT_LOW,real
ENGINE_PROBLEM,STARTS_NORMAL,OVERHEATING,NOT_ASKED,NOT_ASKED,NOT_ASKED,TRAFFIC_ONLY,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""TEMPERATURE""]","[""NO_SIGNS""]",NONE,INDOOR,TODAY_NEW_STATION,Suzuki,PETROL,RADIATOR_FAN_ISSUE,real
ENGINE_PROBLEM,STARTS_BUT_ISSUE,OVERHEATING,NOT_ASKED,NOT_ASKED,NOT_ASKED,WITH_AC,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""TEMPERATURE""]","[""NO_SIGNS""]",NONE,INDOOR,TODAY_USUAL,Suzuki,PETROL,RADIATOR_HOSE_LEAK,real
ENGINE_PROBLEM,STARTS_BUT_ISSUE,NO_POWER,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""BATTERY""]","[""LIGHTS_FLICKER"", ""LOSS_OF_POWER""]",MONSOON,OUTDOOR,WITHIN_WEEK,Suzuki,PETROL,ALTERNATOR_ISSUE,real
ENGINE_PROBLEM,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""BRAKE""]","[""UNUSUAL_NOISE""]",NONE,OUTDOOR,WITHIN_WEEK,Honda,HYBRID,BRAKE_PAD_WORN,real
WONT_START,NO_CRANK,NOT_ASKED,NOT_ASKED,ALL_DEAD_NO_LIGHTS,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""BATTERY"", ""CHECK_ENGINE""]","[""NO_SIGNS""]",NONE,INDOOR,WITHIN_WEEK,Mitsubishi,DIESEL,BATTERY_REPLACE,real
GEAR_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,SLIPPING,NO_SMELL,"[""CHECK_ENGINE""]","[""UNUSUAL_NOISE""]",NONE,OUTDOOR,WITHIN_WEEK,Nissan,PETROL,TRANSMISSION_ISSUE,real
WONT_START,NO_CRANK,NOT_ASKED,NOT_ASKED,SOME_LIGHTS_ON,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""BATTERY""]","[""HARD_START"", ""LIGHTS_FLICKER""]",NONE,OUTDOOR,WITHIN_WEEK,Kia,PETROL,BATTERY_JUMP,real
WONT_START,STARTS_BUT_ISSUE,NOISE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""CHECK_ENGINE""]","[""HARD_START"", ""LOSS_OF_POWER""]",YESTERDAY,OUTDOOR,OVER_WEEK,Mahindra,DIESEL,FUEL_FILTER_CLOGGED,real
GEAR_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,SLIPPING,BURNING_OIL,"[""NONE""]","[""NO_SIGNS""]",WITHIN_3_DAYS,OUTDOOR,TODAY_USUAL,Suzuki,PETROL,CLUTCH_WORN,real
WONT_START,NO_CRANK,NOT_ASKED,NOT_ASKED,SOME_LIGHTS_ON,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""BATTERY""]","[""HARD_START""]",NONE,OUTDOOR,TODAY_USUAL,Mitsubishi,DIESEL,BATTERY_JUMP,real
ENGINE_PROBLEM,STARTS_BUT_ISSUE,OVERHEATING,NOT_ASKED,NOT_ASKED,NOT_ASKED,TRAFFIC_ONLY,NOT_ASKED,NOT_ASKED,NOT_ASKED,SWEET,"[""TEMPERATURE""]","[""LOSS_OF_POWER"", ""OVERHEATING_BEFORE""]",NONE,OUTDOOR,OVER_WEEK,Toyota,PETROL,ENGINE_OVERHEAT_SEVERE,real
WONT_START,NO_CRANK,NOT_ASKED,NOT_ASKED,ALL_DEAD_NO_LIGHTS,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""BATTERY""]","[""LIGHTS_FLICKER""]",YESTERDAY,OUTDOOR,TODAY_NEW_STATION,Toyota,DIESEL,BATTERY_JUMP,real
ENGINE_PROBLEM,STARTS_BUT_ISSUE,NO_POWER,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""BATTERY"", ""CHECK_ENGINE""]","[""NO_SIGNS""]",YESTERDAY,OUTDOOR,TODAY_NEW_STATION,Mitsubishi,DIESEL,ALTERNATOR_ISSUE,real
WONT_START,NO_CRANK,NOT_ASKED,NOT_ASKED,ALL_DEAD_NO_LIGHTS,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""NONE""]","[""HARD_START"", ""NO_SIGNS""]",WITHIN_3_DAYS,INDOOR,TODAY_NEW_STATION,Toyota,HYBRID,BATTERY_JUMP,real
GEAR_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,CLUTCH_SOFT,BURNING_OIL,"[""NONE""]","[""LOSS_OF_POWER"", ""UNUSUAL_NOISE""]",WITHIN_3_DAYS,OUTDOOR,TODAY_USUAL,Suzuki,PETROL,CLUTCH_WORN,real
WONT_START,NO_CRANK,NOT_ASKED,NOT_ASKED,ALL_DEAD_NO_LIGHTS,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,BURNING_ELECTRICAL,"[""BATTERY""]","[""LOSS_OF_POWER"", ""NO_SIGNS""]",WITHIN_3_DAYS,OUTDOOR,TODAY_USUAL,Nissan,PETROL,ELECTRICAL_FAULT_RAIN,real
ENGINE_PROBLEM,STARTS_NORMAL,OVERHEATING,NOT_ASKED,NOT_ASKED,NOT_ASKED,WITH_AC,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""TEMPERATURE""]","[""NO_SIGNS""]",WITHIN_3_DAYS,INDOOR,TODAY_USUAL,Mazda,DIESEL,COOLANT_LOW,real
ENGINE_PROBLEM,STARTS_NORMAL,SMOKE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,WHITE,NOT_ASKED,NOT_ASKED,SWEET,"[""TEMPERATURE""]","[""OVERHEATING_BEFORE"", ""SMELL_BEFORE"", ""NO_SIGNS""]",YESTERDAY,OUTDOOR,TODAY_USUAL,Toyota,HYBRID,RADIATOR_HOSE_LEAK,real
ENGINE_PROBLEM,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,BURNING_ELECTRICAL,"[""ABS"", ""BRAKE""]","[""NO_SIGNS""]",NONE,OUTDOOR,WITHIN_WEEK,Honda,HYBRID,BRAKE_PAD_WORN,real
BRAKE_ISSUE,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,GRINDING,NOT_ASKED,NO_SMELL,"[""NONE""]","[""UNUSUAL_NOISE""]",NONE,OUTDOOR,OVER_WEEK,Toyota,DIESEL,BRAKE_PAD_WORN,real
ENGINE_PROBLEM,STARTS_NORMAL,STALLING,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,FUEL_SMELL,"[""CHECK_ENGINE""]","[""HARD_START"", ""LOSS_OF_POWER""]",NONE,INDOOR,WITHIN_WEEK,Toyota,DIESEL,FUEL_FILTER_CLOGGED,real
ENGINE_PROBLEM,STARTS_NORMAL,NO_POWER,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""TEMPERATURE"", ""NONE""]","[""OVERHEATING_BEFORE"", ""NO_SIGNS""]",WITHIN_3_DAYS,OUTDOOR,OVER_WEEK,Mitsubishi,DIESEL,COOLANT_LOW,real
ENGINE_PROBLEM,STARTS_NORMAL,OVERHEATING,NOT_ASKED,NOT_ASKED,NOT_ASKED,TRAFFIC_ONLY,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""CHECK_ENGINE"", ""TEMPERATURE""]","[""OVERHEATING_BEFORE""]",NONE,INDOOR,WITHIN_WEEK,Toyota,PETROL,COOLANT_LOW,real
ENGINE_PROBLEM,STARTS_NORMAL,OVERHEATING,NOT_ASKED,NOT_ASKED,NOT_ASKED,TRAFFIC_ONLY,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""TEMPERATURE""]","[""LOSS_OF_POWER""]",WITHIN_3_DAYS,OUTDOOR,OVER_WEEK,Toyota,PETROL,COOLANT_LOW,real
WEIRD_BEHAVIOR,STARTS_BUT_ISSUE,OVERHEATING,NOT_ASKED,NOT_ASKED,NOT_ASKED,ALWAYS,NOT_ASKED,NOT_ASKED,NOT_ASKED,NO_SMELL,"[""CHECK_ENGINE"", ""TEMPERATURE""]","[""LOSS_OF_POWER"", ""OVERHEATING_BEFORE""]",YESTERDAY,OUTDOOR,WITHIN_WEEK,Honda,HYBRID,ENGINE_OVERHEAT_SEVERE,real
