strategy,incident_id,incident_index,true_service_type,predicted_service_type,provider_id,provider_capable,matched,resolution_time_min,was_re_dispatched,posterior_entropy_bits
UADO,inc_00540,540,BATTERY_JUMP,BATTERY_JUMP,prov_017_MOBILE_MECHANIC,True,True,19.880466325684278,False,
UADO,inc_00541,541,FUEL_PUMP,FUEL_PUMP,prov_001_TOW_HEAVY,True,True,92.47445627148035,False,
UADO,inc_00542,542,BATTERY_TERMINAL_CLEAN,ELECTRICAL_FAULT_RAIN,prov_012_TOW_HEAVY,True,False,18.373428854845127,False,
UADO,inc_00543,543,CLUTCH_WORN,TRANSMISSION_ISSUE,prov_018_TOW_LIGHT,True,False,152.64092433491012,False,
UADO,inc_00544,544,BRAKE_FAILURE,BRAKE_FAILURE,prov_005_TOW_LIGHT,True,True,97.50301098296376,False,
UADO,inc_00545,545,ALTERNATOR_ISSUE,BELT_BROKEN,prov_014_MOBILE_MECHANIC,True,False,64.49212955126345,False,
UADO,inc_00546,546,BRAKE_PAD_WORN,BRAKE_PAD_WORN,prov_001_TOW_HEAVY,True,True,60.94895071921919,False,
UADO,inc_00547,547,SEVERE_MECHANICAL_TOW,BELT_BROKEN,prov_001_TOW_HEAVY,True,False,35.728838491102906,False,
UADO,inc_00548,548,FUEL_PUMP,FUEL_PUMP,prov_001_TOW_HEAVY,True,True,95.39045253684857,False,
UADO,inc_00549,549,SEVERE_MECHANICAL_TOW,FUEL_FILTER_CLOGGED,prov_001_TOW_HEAVY,True,False,36.254386050493,False,
UADO,inc_00550,550,FUEL_PUMP,FUEL_FILTER_CLOGGED,prov_010_TOW_LIGHT,True,False,94.27201771610942,False,
UADO,inc_00551,551,RADIATOR_FAN_ISSUE,FUEL_FILTER_CLOGGED,prov_002_MOBILE_MECHANIC,True,False,49.5967323799093,False,
UADO,inc_00552,552,ELECTRICAL_FAULT_RAIN,SEVERE_MECHANICAL_TOW,prov_001_TOW_HEAVY,True,False,98.41149762827916,False,
UADO,inc_00553,553,BATTERY_JUMP,FUEL_FILTER_CLOGGED,prov_007_MOBILE_MECHANIC,True,False,16.67929329651022,False,
UADO,inc_00554,554,BRAKE_PAD_WORN,BRAKE_PAD_WORN,prov_005_TOW_LIGHT,True,True,68.69531657226904,False,
UADO,inc_00555,555,IGNITION_SYSTEM,FUEL_PUMP,prov_001_TOW_HEAVY,True,False,64.53024018944868,False,
UADO,inc_00556,556,RADIATOR_HOSE_LEAK,FUEL_FILTER_CLOGGED,prov_018_TOW_LIGHT,True,False,32.815340047267284,False,
UADO,inc_00557,557,FUEL_PUMP,BATTERY_TERMINAL_CLEAN,prov_011_TOW_LIGHT,True,False,93.2541905073605,False,
UADO,inc_00558,558,BATTERY_JUMP,BATTERY_TERMINAL_CLEAN,prov_016_MOBILE_MECHANIC,True,False,20.94925074009142,False,
UADO,inc_00559,559,COOLANT_LOW,COOLANT_LOW,prov_013_MOBILE_MECHANIC,True,True,13.630515770960995,False,
UADO,inc_00560,560,STARTER_MOTOR,STARTER_MOTOR,prov_017_MOBILE_MECHANIC,True,True,61.91354550947241,False,
UADO,inc_00561,561,BATTERY_JUMP,BATTERY_JUMP,prov_012_TOW_HEAVY,True,True,20.44604675453411,False,
UADO,inc_00562,562,TRANSMISSION_ISSUE,CLUTCH_WORN,prov_018_TOW_LIGHT,True,False,188.81767069253866,False,
UADO,inc_00563,563,BRAKE_FAILURE,BRAKE_FAILURE,prov_006_TOW_LIGHT,True,True,98.22782478158322,False,
UADO,inc_00564,564,BELT_BROKEN,BELT_BROKEN,prov_001_TOW_HEAVY,True,True,33.74902028351592,False,
UADO,inc_00565,565,ALTERNATOR_ISSUE,BELT_BROKEN,prov_001_TOW_HEAVY,True,False,66.10249807783623,False,
UADO,inc_00566,566,RADIATOR_HOSE_LEAK,FUEL_FILTER_CLOGGED,prov_011_TOW_LIGHT,True,False,35.82229434889509,False,
UADO,inc_00567,567,BATTERY_REPLACE,BATTERY_REPLACE,prov_016_MOBILE_MECHANIC,True,True,30.293014193875646,False,
UADO,inc_00568,568,STARTER_MOTOR,BATTERY_TERMINAL_CLEAN,prov_001_TOW_HEAVY,True,False,63.636580688664964,False,
UADO,inc_00569,569,BATTERY_REPLACE,SEVERE_MECHANICAL_TOW,prov_001_TOW_HEAVY,True,False,37.15665361562651,False,
UADO,inc_00570,570,BRAKE_PAD_WORN,BRAKE_PAD_WORN,prov_005_TOW_LIGHT,True,True,69.40094260234838,False,
UADO,inc_00571,571,STARTER_MOTOR,BATTERY_REPLACE,prov_011_TOW_LIGHT,True,False,62.44653804087553,False,
UADO,inc_00572,572,BATTERY_REPLACE,ELECTRICAL_FAULT_RAIN,prov_018_TOW_LIGHT,True,False,33.628571469326864,False,
UADO,inc_00573,573,ALTERNATOR_ISSUE,FUEL_FILTER_CLOGGED,prov_001_TOW_HEAVY,True,False,66.40129212207518,False,
UADO,inc_00574,574,FUEL_PUMP,BATTERY_TERMINAL_CLEAN,prov_006_TOW_LIGHT,True,False,90.3733731038403,False,
UADO,inc_00575,575,TRANSMISSION_ISSUE,TRANSMISSION_ISSUE,prov_011_TOW_LIGHT,True,True,184.4182188930877,False,
UADO,inc_00576,576,IGNITION_SYSTEM,FUEL_PUMP,prov_002_MOBILE_MECHANIC,True,False,64.7872103100561,False,
UADO,inc_00577,577,BELT_BROKEN,BELT_BROKEN,prov_016_MOBILE_MECHANIC,True,True,33.16678204195932,False,
UADO,inc_00578,578,ELECTRICAL_FAULT_RAIN,BATTERY_REPLACE,prov_016_MOBILE_MECHANIC,True,False,96.29216443447683,False,
UADO,inc_00579,579,BATTERY_JUMP,BATTERY_JUMP,prov_011_TOW_LIGHT,True,True,18.485844300783683,False,
UADO,inc_00580,580,BRAKE_FAILURE,BRAKE_FAILURE,prov_012_TOW_HEAVY,True,True,95.37195971645811,False,
UADO,inc_00581,581,TRANSMISSION_ISSUE,TRANSMISSION_ISSUE,prov_010_TOW_LIGHT,True,True,185.87443091644468,False,
UADO,inc_00582,582,ENGINE_OVERHEAT_SEVERE,COOLANT_LOW,prov_014_MOBILE_MECHANIC,False,False,169.63836345770244,True,
UADO,inc_00583,583,COOLANT_LOW,COOLANT_LOW,prov_017_MOBILE_MECHANIC,True,True,12.128227477398642,False,
UADO,inc_00584,584,BATTERY_JUMP,BATTERY_JUMP,prov_010_TOW_LIGHT,True,True,18.050378955482834,False,
UADO,inc_00585,585,ELECTRICAL_FAULT_RAIN,BATTERY_REPLACE,prov_010_TOW_LIGHT,True,False,91.11985187797177,False,
UADO,inc_00586,586,BATTERY_REPLACE,STARTER_MOTOR,prov_017_MOBILE_MECHANIC,True,False,31.812209817875413,False,
UADO,inc_00587,587,RADIATOR_FAN_ISSUE,COOLANT_LOW,prov_002_MOBILE_MECHANIC,True,False,47.86886443528697,False,
UADO,inc_00588,588,BRAKE_FAILURE,BRAKE_FAILURE,prov_005_TOW_LIGHT,True,True,95.78166751331904,False,
UADO,inc_00589,589,BRAKE_PAD_WORN,BRAKE_PAD_WORN,prov_001_TOW_HEAVY,True,True,67.09913408305498,False,
UADO,inc_00590,590,ELECTRICAL_FAULT_RAIN,ELECTRICAL_FAULT_RAIN,prov_011_TOW_LIGHT,True,True,94.06935645472242,False,
UADO,inc_00591,591,BRAKE_PAD_WORN,TRANSMISSION_ISSUE,prov_012_TOW_HEAVY,True,False,68.318763833174,False,
UADO,inc_00592,592,RADIATOR_HOSE_LEAK,FUEL_FILTER_CLOGGED,prov_002_MOBILE_MECHANIC,True,False,35.31689966310935,False,
UADO,inc_00593,593,TRANSMISSION_ISSUE,TRANSMISSION_ISSUE,prov_012_TOW_HEAVY,True,True,185.43785264566228,False,
UADO,inc_00594,594,ENGINE_OVERHEAT_SEVERE,RADIATOR_FAN_ISSUE,prov_016_MOBILE_MECHANIC,False,False,169.7416546389238,True,
UADO,inc_00595,595,RADIATOR_HOSE_LEAK,FUEL_FILTER_CLOGGED,prov_005_TOW_LIGHT,True,False,31.05797917499742,False,
UADO,inc_00596,596,BRAKE_FAILURE,BRAKE_PAD_WORN,prov_012_TOW_HEAVY,True,False,95.45355187440055,False,
UADO,inc_00597,597,RADIATOR_HOSE_LEAK,COOLANT_LOW,prov_002_MOBILE_MECHANIC,True,False,32.58301539380049,False,
UADO,inc_00598,598,BATTERY_JUMP,FUEL_PUMP,prov_001_TOW_HEAVY,True,False,18.228323173044544,False,
UADO,inc_00599,599,IGNITION_SYSTEM,FUEL_FILTER_CLOGGED,prov_002_MOBILE_MECHANIC,True,False,67.19268147547002,False,
UADO,inc_00600,600,ALTERNATOR_ISSUE,FUEL_FILTER_CLOGGED,prov_001_TOW_HEAVY,True,False,64.65857508143797,False,
UADO,inc_00601,601,RADIATOR_FAN_ISSUE,FUEL_FILTER_CLOGGED,prov_010_TOW_LIGHT,True,False,46.53357243419821,False,
UADO,inc_00602,602,BATTERY_JUMP,BATTERY_JUMP,prov_002_MOBILE_MECHANIC,True,True,17.311647049502874,False,
UADO,inc_00603,603,BATTERY_REPLACE,SEVERE_MECHANICAL_TOW,prov_001_TOW_HEAVY,True,False,38.0493494364098,False,
UADO,inc_00604,604,BATTERY_REPLACE,BATTERY_REPLACE,prov_016_MOBILE_MECHANIC,True,True,31.247868249266148,False,
UADO,inc_00605,605,BATTERY_JUMP,FUEL_PUMP,prov_010_TOW_LIGHT,True,False,16.348309508056207,False,
UADO,inc_00606,606,STARTER_MOTOR,FUEL_FILTER_CLOGGED,prov_005_TOW_LIGHT,True,False,62.50739994500652,False,
UADO,inc_00607,607,CLUTCH_WORN,CLUTCH_WORN,prov_012_TOW_HEAVY,True,True,152.25026947163855,False,
UADO,inc_00608,608,STARTER_MOTOR,FUEL_FILTER_CLOGGED,prov_007_MOBILE_MECHANIC,True,False,61.86215634148393,False,
UADO,inc_00609,609,BRAKE_PAD_WORN,BRAKE_PAD_WORN,prov_015_TOW_HEAVY,True,True,65.6762322840236,False,
UADO,inc_00610,610,IGNITION_SYSTEM,FUEL_PUMP,prov_016_MOBILE_MECHANIC,True,False,65.1588348182926,False,
UADO,inc_00611,611,ELECTRICAL_FAULT_RAIN,ELECTRICAL_FAULT_RAIN,prov_013_MOBILE_MECHANIC,True,True,92.50408986106153,False,
UADO,inc_00612,612,IGNITION_SYSTEM,FUEL_PUMP,prov_014_MOBILE_MECHANIC,True,False,65.54423006022098,False,
UADO,inc_00613,613,ELECTRICAL_FAULT_RAIN,BATTERY_REPLACE,prov_001_TOW_HEAVY,True,False,99.13648285262406,False,
UADO,inc_00614,614,CLUTCH_WORN,TRANSMISSION_ISSUE,prov_010_TOW_LIGHT,True,False,153.22645630858958,False,
UADO,inc_00615,615,COOLANT_LOW,FUEL_FILTER_CLOGGED,prov_002_MOBILE_MECHANIC,True,False,16.136489668052317,False,
UADO,inc_00616,616,CLUTCH_WORN,TRANSMISSION_ISSUE,prov_010_TOW_LIGHT,True,False,155.22247986967133,False,
UADO,inc_00617,617,ALTERNATOR_ISSUE,FUEL_FILTER_CLOGGED,prov_005_TOW_LIGHT,True,False,67.30793336446828,False,
UADO,inc_00618,618,BRAKE_FAILURE,BRAKE_FAILURE,prov_005_TOW_LIGHT,True,True,97.9617779417146,False,
UADO,inc_00619,619,BATTERY_REPLACE,BATTERY_REPLACE,prov_005_TOW_LIGHT,True,True,38.758038535170186,False,
UADO,inc_00620,620,CLUTCH_WORN,CLUTCH_WORN,prov_018_TOW_LIGHT,True,True,156.1748807220871,False,
UADO,inc_00621,621,ALTERNATOR_ISSUE,BELT_BROKEN,prov_001_TOW_HEAVY,True,False,70.2530222689281,False,
UADO,inc_00622,622,SEVERE_MECHANICAL_TOW,BELT_BROKEN,prov_001_TOW_HEAVY,True,False,44.26721957572345,False,
UADO,inc_00623,623,BATTERY_JUMP,BATTERY_JUMP,prov_005_TOW_LIGHT,True,True,21.122259360216862,False,
UADO,inc_00624,624,BRAKE_PAD_WORN,BRAKE_PAD_WORN,prov_011_TOW_LIGHT,True,True,65.9309325529927,False,
UADO,inc_00625,625,FUEL_FILTER_CLOGGED,FUEL_FILTER_CLOGGED,prov_002_MOBILE_MECHANIC,True,True,26.64940563707253,False,
UADO,inc_00626,626,FUEL_FILTER_CLOGGED,FUEL_FILTER_CLOGGED,prov_001_TOW_HEAVY,True,True,31.156141838000423,False,
UADO,inc_00627,627,BATTERY_TERMINAL_CLEAN,BATTERY_REPLACE,prov_016_MOBILE_MECHANIC,True,False,13.747129613382635,False,
UADO,inc_00628,628,FUEL_PUMP,FUEL_PUMP,prov_012_TOW_HEAVY,True,True,95.77931247377597,False,
UADO,inc_00629,629,IGNITION_SYSTEM,FUEL_PUMP,prov_001_TOW_HEAVY,True,False,64.29382309641562,False,
UADO,inc_00630,630,BELT_BROKEN,BELT_BROKEN,prov_015_TOW_HEAVY,True,True,32.437449142306065,False,
UADO,inc_00631,631,BATTERY_REPLACE,ELECTRICAL_FAULT_RAIN,prov_001_TOW_HEAVY,True,False,33.898462273594845,False,
UADO,inc_00632,632,TRANSMISSION_ISSUE,TRANSMISSION_ISSUE,prov_001_TOW_HEAVY,True,True,182.61418709072387,False,
UADO,inc_00633,633,RADIATOR_FAN_ISSUE,FUEL_FILTER_CLOGGED,prov_015_TOW_HEAVY,True,False,54.13725521106481,False,
UADO,inc_00634,634,COOLANT_LOW,RADIATOR_FAN_ISSUE,prov_010_TOW_LIGHT,True,False,13.120765806453871,False,
UADO,inc_00635,635,ALTERNATOR_ISSUE,FUEL_FILTER_CLOGGED,prov_006_TOW_LIGHT,True,False,63.18400839350312,False,
UADO,inc_00636,636,SEVERE_MECHANICAL_TOW,FUEL_FILTER_CLOGGED,prov_001_TOW_HEAVY,True,False,44.036279838551415,False,
UADO,inc_00637,637,ELECTRICAL_FAULT_RAIN,ELECTRICAL_FAULT_RAIN,prov_016_MOBILE_MECHANIC,True,True,97.68109744133655,False,
UADO,inc_00638,638,COOLANT_LOW,COOLANT_LOW,prov_007_MOBILE_MECHANIC,True,True,12.500766853528699,False,
UADO,inc_00639,639,BELT_BROKEN,FUEL_FILTER_CLOGGED,prov_016_MOBILE_MECHANIC,True,False,36.87533497015473,False,
UADO,inc_00640,640,ELECTRICAL_FAULT_RAIN,BATTERY_REPLACE,prov_005_TOW_LIGHT,True,False,95.05603160891403,False,
UADO,inc_00641,641,BRAKE_PAD_WORN,BRAKE_PAD_WORN,prov_006_TOW_LIGHT,True,True,63.24122849434749,False,
UADO,inc_00642,642,IGNITION_SYSTEM,FUEL_FILTER_CLOGGED,prov_016_MOBILE_MECHANIC,True,False,63.26923026893481,False,
UADO,inc_00643,643,IGNITION_SYSTEM,FUEL_PUMP,prov_007_MOBILE_MECHANIC,True,False,60.74172036353114,False,
UADO,inc_00644,644,BATTERY_JUMP,STARTER_MOTOR,prov_014_MOBILE_MECHANIC,True,False,20.484958861577702,False,
UADO,inc_00645,645,ENGINE_OVERHEAT_SEVERE,FUEL_FILTER_CLOGGED,prov_001_TOW_HEAVY,True,False,129.72954230721064,False,
UADO,inc_00646,646,BATTERY_REPLACE,BATTERY_REPLACE,prov_016_MOBILE_MECHANIC,True,True,34.270331974727426,False,
UADO,inc_00647,647,SEVERE_MECHANICAL_TOW,BELT_BROKEN,prov_001_TOW_HEAVY,True,False,37.15336598225135,False,
UADO,inc_00648,648,ALTERNATOR_ISSUE,FUEL_FILTER_CLOGGED,prov_012_TOW_HEAVY,True,False,67.21049222242662,False,
UADO,inc_00649,649,BATTERY_JUMP,BATTERY_JUMP,prov_012_TOW_HEAVY,True,True,21.90780145633794,False,
UADO,inc_00650,650,BRAKE_PAD_WORN,BRAKE_PAD_WORN,prov_011_TOW_LIGHT,True,True,64.7047825649326,False,
UADO,inc_00651,651,BATTERY_JUMP,BATTERY_JUMP,prov_001_TOW_HEAVY,True,True,18.547060342051495,False,
UADO,inc_00652,652,COOLANT_LOW,FUEL_FILTER_CLOGGED,prov_011_TOW_LIGHT,True,False,11.0192444341626,False,
UADO,inc_00653,653,FUEL_FILTER_CLOGGED,ALTERNATOR_ISSUE,prov_017_MOBILE_MECHANIC,True,False,31.736540990628377,False,
UADO,inc_00654,654,COOLANT_LOW,FUEL_FILTER_CLOGGED,prov_007_MOBILE_MECHANIC,True,False,12.820720606293495,False,
UADO,inc_00655,655,ELECTRICAL_FAULT_RAIN,BATTERY_REPLACE,prov_001_TOW_HEAVY,True,False,97.23434155994852,False,
UADO,inc_00656,656,IGNITION_SYSTEM,FUEL_PUMP,prov_014_MOBILE_MECHANIC,True,False,68.13347087796703,False,
UADO,inc_00657,657,ALTERNATOR_ISSUE,FUEL_FILTER_CLOGGED,prov_012_TOW_HEAVY,True,False,72.78458456549666,False,
UADO,inc_00658,658,IGNITION_SYSTEM,FUEL_PUMP,prov_006_TOW_LIGHT,True,False,65.18087047802256,False,
UADO,inc_00659,659,BATTERY_REPLACE,BATTERY_REPLACE,prov_014_MOBILE_MECHANIC,True,True,36.01506835781717,False,
UADO,inc_00660,660,BATTERY_REPLACE,ELECTRICAL_FAULT_RAIN,prov_015_TOW_HEAVY,True,False,38.303169029066076,False,
UADO,inc_00661,661,BATTERY_JUMP,BATTERY_JUMP,prov_001_TOW_HEAVY,True,True,20.203129235499595,False,
UADO,inc_00662,662,ALTERNATOR_ISSUE,FUEL_FILTER_CLOGGED,prov_017_MOBILE_MECHANIC,True,False,61.91951814182504,False,
UADO,inc_00663,663,BRAKE_PAD_WORN,BRAKE_PAD_WORN,prov_011_TOW_LIGHT,True,True,66.49233882199952,False,
UADO,inc_00664,664,RADIATOR_FAN_ISSUE,COOLANT_LOW,prov_012_TOW_HEAVY,True,False,51.90756081465105,False,
UADO,inc_00665,665,TRANSMISSION_ISSUE,CLUTCH_WORN,prov_001_TOW_HEAVY,True,False,182.94582197691736,False,
UADO,inc_00666,666,TRANSMISSION_ISSUE,TRANSMISSION_ISSUE,prov_018_TOW_LIGHT,True,True,185.8066340096752,False,
UADO,inc_00667,667,BRAKE_PAD_WORN,BRAKE_PAD_WORN,prov_006_TOW_LIGHT,True,True,64.25970399939872,False,
UADO,inc_00668,668,FUEL_PUMP,FUEL_PUMP,prov_006_TOW_LIGHT,True,True,94.44134404821853,False,
UADO,inc_00669,669,COOLANT_LOW,RADIATOR_FAN_ISSUE,prov_012_TOW_HEAVY,True,False,16.424819200247207,False,
UADO,inc_00670,670,CLUTCH_WORN,TRANSMISSION_ISSUE,prov_018_TOW_LIGHT,True,False,163.60436945344463,False,
UADO,inc_00671,671,COOLANT_LOW,RADIATOR_FAN_ISSUE,prov_002_MOBILE_MECHANIC,True,False,16.332496222632162,False,
UADO,inc_00672,672,TRANSMISSION_ISSUE,CLUTCH_WORN,prov_009_TOW_LIGHT,True,False,184.0073443890436,False,
UADO,inc_00673,673,FUEL_FILTER_CLOGGED,FUEL_FILTER_CLOGGED,prov_012_TOW_HEAVY,True,True,31.7361610424851,False,
UADO,inc_00674,674,CLUTCH_WORN,CLUTCH_WORN,prov_005_TOW_LIGHT,True,True,154.72168723521057,False,
UADO,inc_00675,675,ALTERNATOR_ISSUE,FUEL_FILTER_CLOGGED,prov_018_TOW_LIGHT,True,False,67.06868279512614,False,
UADO,inc_00676,676,FUEL_FILTER_CLOGGED,FUEL_FILTER_CLOGGED,prov_010_TOW_LIGHT,True,True,27.12078316605562,False,
UADO,inc_00677,677,STARTER_MOTOR,BATTERY_REPLACE,prov_002_MOBILE_MECHANIC,True,False,64.46610904375504,False,
UADO,inc_00678,678,BATTERY_JUMP,BATTERY_JUMP,prov_014_MOBILE_MECHANIC,True,True,21.382330928638552,False,
UADO,inc_00679,679,SEVERE_MECHANICAL_TOW,BELT_BROKEN,prov_012_TOW_HEAVY,True,False,36.37359229110669,False,
UADO,inc_00680,680,BATTERY_REPLACE,SEVERE_MECHANICAL_TOW,prov_012_TOW_HEAVY,True,False,33.26983067031055,False,
UADO,inc_00681,681,SEVERE_MECHANICAL_TOW,BELT_BROKEN,prov_015_TOW_HEAVY,True,False,43.418670980701464,False,
UADO,inc_00682,682,COOLANT_LOW,RADIATOR_FAN_ISSUE,prov_002_MOBILE_MECHANIC,True,False,18.04180357673247,False,
UADO,inc_00683,683,RADIATOR_HOSE_LEAK,FUEL_FILTER_CLOGGED,prov_009_TOW_LIGHT,True,False,32.39232056501358,False,
UADO,inc_00684,684,STARTER_MOTOR,BATTERY_JUMP,prov_013_MOBILE_MECHANIC,True,False,62.43982125391886,False,
UADO,inc_00685,685,BATTERY_REPLACE,SEVERE_MECHANICAL_TOW,prov_001_TOW_HEAVY,True,False,46.0597805356464,False,
UADO,inc_00686,686,CLUTCH_WORN,TRANSMISSION_ISSUE,prov_005_TOW_LIGHT,True,False,155.7367373197085,False,
UADO,inc_00687,687,BATTERY_REPLACE,BATTERY_REPLACE,prov_001_TOW_HEAVY,True,True,33.09684080802158,False,
UADO,inc_00688,688,BATTERY_REPLACE,BATTERY_REPLACE,prov_001_TOW_HEAVY,True,True,35.77056119459589,False,
UADO,inc_00689,689,BRAKE_PAD_WORN,BRAKE_PAD_WORN,prov_001_TOW_HEAVY,True,True,67.00126110303091,False,
UADO,inc_00690,690,BRAKE_PAD_WORN,BRAKE_PAD_WORN,prov_018_TOW_LIGHT,True,True,73.293659367542,False,
UADO,inc_00691,691,BATTERY_TERMINAL_CLEAN,BATTERY_REPLACE,prov_011_TOW_LIGHT,True,False,12.92441614632129,False,
UADO,inc_00692,692,RADIATOR_FAN_ISSUE,FUEL_FILTER_CLOGGED,prov_007_MOBILE_MECHANIC,True,False,46.77625390727565,False,
UADO,inc_00693,693,BATTERY_JUMP,FUEL_PUMP,prov_012_TOW_HEAVY,True,False,19.37903273330996,False,
UADO,inc_00694,694,BATTERY_JUMP,BATTERY_JUMP,prov_014_MOBILE_MECHANIC,True,True,20.789899420906742,False,
UADO,inc_00695,695,TRANSMISSION_ISSUE,TRANSMISSION_ISSUE,prov_012_TOW_HEAVY,True,True,188.8876040729058,False,
UADO,inc_00696,696,TRANSMISSION_ISSUE,CLUTCH_WORN,prov_001_TOW_HEAVY,True,False,189.76538988698795,False,
UADO,inc_00697,697,BATTERY_REPLACE,BATTERY_REPLACE,prov_002_MOBILE_MECHANIC,True,True,37.28315866478587,False,
UADO,inc_00698,698,ELECTRICAL_FAULT_RAIN,ELECTRICAL_FAULT_RAIN,prov_012_TOW_HEAVY,True,True,104.56145278124761,False,
UADO,inc_00699,699,IGNITION_SYSTEM,FUEL_PUMP,prov_012_TOW_HEAVY,True,False,64.86650074300282,False,
UADO,inc_00700,700,COOLANT_LOW,RADIATOR_FAN_ISSUE,prov_005_TOW_LIGHT,True,False,14.900682188327881,False,
UADO,inc_00701,701,ALTERNATOR_ISSUE,FUEL_FILTER_CLOGGED,prov_002_MOBILE_MECHANIC,True,False,63.114684722636625,False,
UADO,inc_00702,702,BATTERY_REPLACE,BATTERY_REPLACE,prov_014_MOBILE_MECHANIC,True,True,37.670905375152884,False,
UADO,inc_00703,703,BATTERY_TERMINAL_CLEAN,BATTERY_REPLACE,prov_016_MOBILE_MECHANIC,True,False,15.18301552045111,False,
UADO,inc_00704,704,BELT_BROKEN,BELT_BROKEN,prov_001_TOW_HEAVY,True,True,36.265487753313685,False,
UADO,inc_00705,705,BRAKE_FAILURE,BRAKE_FAILURE,prov_001_TOW_HEAVY,True,True,95.92054599979893,False,
UADO,inc_00706,706,FUEL_FILTER_CLOGGED,ALTERNATOR_ISSUE,prov_010_TOW_LIGHT,True,False,27.715825568305885,False,
UADO,inc_00707,707,FUEL_PUMP,FUEL_PUMP,prov_017_MOBILE_MECHANIC,True,True,97.13662884807708,False,
UADO,inc_00708,708,FUEL_PUMP,FUEL_PUMP,prov_002_MOBILE_MECHANIC,True,True,94.94128093979664,False,
UADO,inc_00709,709,BATTERY_REPLACE,SEVERE_MECHANICAL_TOW,prov_012_TOW_HEAVY,True,False,36.74809701996118,False,
UADO,inc_00710,710,TRANSMISSION_ISSUE,TRANSMISSION_ISSUE,prov_011_TOW_LIGHT,True,True,191.2621838716692,False,
UADO,inc_00711,711,STARTER_MOTOR,FUEL_FILTER_CLOGGED,prov_012_TOW_HEAVY,True,False,63.49279148170692,False,
UADO,inc_00712,712,RADIATOR_FAN_ISSUE,RADIATOR_FAN_ISSUE,prov_017_MOBILE_MECHANIC,True,True,50.21589872109028,False,
UADO,inc_00713,713,BRAKE_FAILURE,CLUTCH_WORN,prov_001_TOW_HEAVY,True,False,95.94153961114198,False,
UADO,inc_00714,714,BATTERY_JUMP,FUEL_PUMP,prov_011_TOW_LIGHT,True,False,19.872799616574405,False,
UADO,inc_00715,715,BATTERY_REPLACE,BATTERY_REPLACE,prov_012_TOW_HEAVY,True,True,41.590987653546506,False,
UADO,inc_00716,716,FUEL_FILTER_CLOGGED,FUEL_FILTER_CLOGGED,prov_001_TOW_HEAVY,True,True,27.040451228363622,False,
UADO,inc_00717,717,TRANSMISSION_ISSUE,TRANSMISSION_ISSUE,prov_006_TOW_LIGHT,True,True,187.84824921317647,False,
UADO,inc_00718,718,BATTERY_REPLACE,STARTER_MOTOR,prov_011_TOW_LIGHT,True,False,32.62683178396462,False,
UADO,inc_00719,719,BATTERY_REPLACE,SEVERE_MECHANICAL_TOW,prov_001_TOW_HEAVY,True,False,39.37710171433653,False,
UADO,inc_00720,720,ALTERNATOR_ISSUE,FUEL_FILTER_CLOGGED,prov_001_TOW_HEAVY,True,False,69.08070093659903,False,
UADO,inc_00721,721,BATTERY_JUMP,FUEL_FILTER_CLOGGED,prov_002_MOBILE_MECHANIC,True,False,23.283100435809043,False,
UADO,inc_00722,722,BATTERY_JUMP,BATTERY_JUMP,prov_016_MOBILE_MECHANIC,True,True,21.704866270099,False,
UADO,inc_00723,723,SEVERE_MECHANICAL_TOW,IGNITION_SYSTEM,prov_001_TOW_HEAVY,True,False,37.862723150524005,False,
UADO,inc_00724,724,ALTERNATOR_ISSUE,SEVERE_MECHANICAL_TOW,prov_001_TOW_HEAVY,True,False,69.38284960852728,False,
UADO,inc_00725,725,STARTER_MOTOR,BATTERY_TERMINAL_CLEAN,prov_001_TOW_HEAVY,True,False,64.26193180987464,False,
UADO,inc_00726,726,BELT_BROKEN,BELT_BROKEN,prov_014_MOBILE_MECHANIC,True,True,33.97751681049586,False,
UADO,inc_00727,727,BATTERY_REPLACE,SEVERE_MECHANICAL_TOW,prov_012_TOW_HEAVY,True,False,31.923980199578637,False,
UADO,inc_00728,728,FUEL_PUMP,FUEL_PUMP,prov_003_TOW_LIGHT,True,True,92.92141040464622,False,
UADO,inc_00729,729,SEVERE_MECHANICAL_TOW,BELT_BROKEN,prov_001_TOW_HEAVY,True,False,40.80916037143142,False,
UADO,inc_00730,730,CLUTCH_WORN,CLUTCH_WORN,prov_006_TOW_LIGHT,True,True,154.12482147655592,False,
UADO,inc_00731,731,IGNITION_SYSTEM,STARTER_MOTOR,prov_016_MOBILE_MECHANIC,True,False,63.17888598911032,False,
UADO,inc_00732,732,ALTERNATOR_ISSUE,SEVERE_MECHANICAL_TOW,prov_001_TOW_HEAVY,True,False,64.17684611690511,False,
UADO,inc_00733,733,COOLANT_LOW,FUEL_FILTER_CLOGGED,prov_006_TOW_LIGHT,True,False,12.543425592707122,False,
UADO,inc_00734,734,BELT_BROKEN,SEVERE_MECHANICAL_TOW,prov_001_TOW_HEAVY,True,False,41.995564392954684,False,
UADO,inc_00735,735,BRAKE_FAILURE,BRAKE_FAILURE,prov_011_TOW_LIGHT,True,True,93.38034862250188,False,
UADO,inc_00736,736,BATTERY_TERMINAL_CLEAN,BATTERY_REPLACE,prov_016_MOBILE_MECHANIC,True,False,10.373461801035763,False,
UADO,inc_00737,737,ENGINE_OVERHEAT_SEVERE,FUEL_FILTER_CLOGGED,prov_010_TOW_LIGHT,True,False,124.35406434125532,False,
